parcel_number,address,tokens,tags
032-0003-0164-00,1201 1161 EDGECLIFF PL,1201|1161|EDGECLIFF|PL|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
032-0003-0165-00,1201 1162 EDGECLIFF PL,1201|1162|EDGECLIFF|PL|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
032-0003-0166-00,1201 1163 EDGECLIFF PL,1201|1163|EDGECLIFF|PL|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
032-0003-0167-00,1201 1171 EDGECLIFF PL,1201|1171|EDGECLIFF|PL|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
032-0003-0168-00,1201 1172 EDGECLIFF PL,1201|1172|EDGECLIFF|PL|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
032-0003-0170-00,1201 1181 EDGECLIFF PL,1201|1181|EDGECLIFF|PL|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
032-0003-0171-00,1201 1182 EDGECLIFF PL,1201|1182|EDGECLIFF|PL|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
032-0003-0172-00,1201 1183 EDGECLIFF PL,1201|1183|EDGECLIFF|PL|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
032-0003-0173-00,1201 1191 EDGECLIFF PL,1201|1191|EDGECLIFF|PL|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
032-0003-0174-00,1201 1192 EDGECLIFF PL,1201|1192|EDGECLIFF|PL|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
032-0003-0177-00,1201 1210 EDGECLIFF PL,1201|1210|EDGECLIFF|PL|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
032-0003-0178-00,1201 1220 EDGECLIFF PL,1201|1220|EDGECLIFF|PL|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
032-0003-0179-00,1201 1230 EDGECLIFF PL,1201|1230|EDGECLIFF|PL|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
600-0140-0401-00,12100 REED HARTMAN HW,12100|REED|HARTMAN|HW|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
179-0075-0226-00,1211 1215 SUNSET AVE,1211|1215|SUNSET|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
081-0002-0451-00,122 221 W FIFTEENTH ST,122|221|W|FIFTEENTH|ST|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
081-0002-0452-00,122 222 W FIFTEENTH ST,122|222|W|FIFTEENTH|ST|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
081-0002-0453-00,122 223 W FIFTEENTH ST,122|223|W|FIFTEENTH|ST|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
131-0004-0004-00,1223 1225 FRANKLIN AVE,1223|1225|FRANKLIN|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
600-0140-0001-00,12500 REED HARTMAN HW,12500|REED|HARTMAN|HW|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
179-0077-0253-00,1254 1256 RUTLEDGE AVE,1254|1256|RUTLEDGE|AVE|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
046-0005-0073-00,1292 1 MICHIGAN AVE,1292|1|MICHIGAN|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
076-0002-0460-00,13 1 E COURT ST,13|1|E|COURT|ST|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
076-0002-0461-00,13 2 E COURT ST,13|2|E|COURT|ST|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
076-0002-0462-00,13 3 E COURT ST,13|3|E|COURT|ST|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
076-0002-0463-00,13 4 E COURT ST,13|4|E|COURT|ST|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
599-0044-0022-00,130 150 TRI-COUNTY PW,130|150|TRI-COUNTY|PW|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
062-0001-0110-00,1308 1310 WILLIAM H TAFT RD,1308|1310|WILLIAM|H|TAFT|RD|_EOS_,AddressNumber|AddressNumber|StreetName|StreetName|StreetName|StreetNamePostType|EOS
247-0006-0071-00,1312 1324 W NORTH BEND RD,1312|1324|W|NORTH|BEND|RD|_EOS_,AddressNumber|AddressNumber|StreetNamePreDirectional|StreetName|StreetName|StreetNamePostType|EOS
131-0006-0021-00,1318 1320 LAIDLAW AVE,1318|1320|LAIDLAW|AVE|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
075-0002-0288-00,1322-1324 SPRING ST,1322-1324|SPRING|ST|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS
599-0020-0023-00,1325 1329 E KEMPER RD,1325|1329|E|KEMPER|RD|_EOS_,AddressNumber|AddressNumber|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
075-0002-0289-00,1328-1332 SPRING ST,1328-1332|SPRING|ST|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS
080-0002-0428-00,1332 C-2 VINE ST,1332|C-2|VINE|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
062-0001-0140-00,1343 1345 BURDETTE AVE,1343|1345|BURDETTE|AVE|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
046-0002-0051-00,1343-1345 DUNCAN AVE,1343-1345|DUNCAN|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS
061-0002-0006-00,1348 1350 BURDETTE AVE,1348|1350|BURDETTE|AVE|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
061-0002-0040-00,1352 1354 BURDETTE AVE,1352|1354|BURDETTE|AVE|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
062-0001-0005-00,1357 1359 BURDETTE AVE,1357|1359|BURDETTE|AVE|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
591-0017-0075-00,1388 1B WAYCROSS RD,1388|1B|WAYCROSS|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
591-0017-0077-00,1394 2B WAYCROSS RD,1394|2B|WAYCROSS|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
573-0007-0015-00,14 2B STONEHAVEN DR,14|2B|STONEHAVEN|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
081-0004-0380-00,14 401 W FOURTEENTH ST,14|401|W|FOURTEENTH|ST|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
081-0004-0381-00,14 402 W FOURTEENTH ST,14|402|W|FOURTEENTH|ST|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
160-0073-0112-00,140 1 PALISADES POINTE,140|1|PALISADES|POINTE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
160-0073-0113-00,140 2 PALISADES POINTE,140|2|PALISADES|POINTE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
160-0073-0114-00,140 3 PALISADES POINTE,140|3|PALISADES|POINTE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
160-0073-0115-00,140 4 PALISADES POINTE,140|4|PALISADES|POINTE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
160-0073-0116-00,140 5 PALISADES POINTE,140|5|PALISADES|POINTE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
160-0073-0117-00,140 6 PALISADES POINTE,140|6|PALISADES|POINTE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
080-0001-0263-00,1400 A-2 VINE ST,1400|A-2|VINE|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
591-0017-0081-00,1404 4B WAYCROSS RD,1404|4B|WAYCROSS|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
075-0004-0281-00,1410 1B MAIN ST,1410|1B|MAIN|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
075-0004-0288-00,1410 2B MAIN ST,1410|2B|MAIN|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
075-0004-0289-00,1410 2C MAIN ST,1410|2C|MAIN|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
075-0004-0290-00,1410 2D MAIN ST,1410|2D|MAIN|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
075-0004-0294-00,1410 3B MAIN ST,1410|3B|MAIN|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
075-0004-0295-00,1410 3C MAIN ST,1410|3C|MAIN|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
075-0004-0296-00,1410 3D MAIN ST,1410|3D|MAIN|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
075-0004-0300-00,1410 4B MAIN ST,1410|4B|MAIN|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
075-0004-0301-00,1410 4C MAIN ST,1410|4C|MAIN|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
075-0004-0302-00,1410 4D MAIN ST,1410|4D|MAIN|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
591-0017-0082-00,1410 5A WAYCROSS RD,1410|5A|WAYCROSS|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
591-0017-0083-00,1410 5B WAYCROSS RD,1410|5B|WAYCROSS|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
080-0001-0220-00,1417 1421 B MAIN ST,1417|1421|B|MAIN|ST|_EOS_,AddressNumber|AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
094-0007-0234-00,142 144 E MCMICKEN AVE,142|144|E|MCMICKEN|AVE|_EOS_,AddressNumber|AddressNumber|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
081-0002-0528-00,1420 1A ELM ST,1420|1A|ELM|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
081-0002-0529-00,1420 1B ELM ST,1420|1B|ELM|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
075-0004-0286-00,1420 1G MAIN ST,1420|1G|MAIN|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
081-0002-0530-00,1420 2A ELM ST,1420|2A|ELM|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
081-0002-0531-00,1420 2B ELM ST,1420|2B|ELM|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
075-0004-0292-00,1420 2F MAIN ST,1420|2F|MAIN|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
081-0002-0532-00,1420 3A ELM ST,1420|3A|ELM|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
081-0002-0533-00,1420 3B ELM ST,1420|3B|ELM|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
075-0004-0298-00,1420 3F MAIN ST,1420|3F|MAIN|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
081-0002-0534-00,1420 4A ELM ST,1420|4A|ELM|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
081-0002-0535-00,1420 4B ELM ST,1420|4B|ELM|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
075-0004-0304-00,1420 4F MAIN ST,1420|4F|MAIN|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
591-0020-0519-00,1423 14 W KEMPER RD,1423|14|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0020-0518-00,1425 13 W KEMPER RD,1425|13|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0020-0517-00,1427 12 W KEMPER RD,1427|12|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0020-0516-00,1429 11 W KEMPER RD,1429|11|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
081-0004-0400-00,1432 210 RACE ST,1432|210|RACE|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
081-0004-0411-00,1432 310 RACE ST,1432|310|RACE|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
591-0020-0515-00,1433 10 W KEMPER RD,1433|10|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0020-0512-00,1439 7 W KEMPER RD,1439|7|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0189-00,1440 1001 W KEMPER RD,1440|1001|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0190-00,1440 1002 W KEMPER RD,1440|1002|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0191-00,1440 1003 W KEMPER RD,1440|1003|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0192-00,1440 1004 W KEMPER RD,1440|1004|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0193-00,1440 1005 W KEMPER RD,1440|1005|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0194-00,1440 1006 W KEMPER RD,1440|1006|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0195-00,1440 1007 W KEMPER RD,1440|1007|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0196-00,1440 1008 W KEMPER RD,1440|1008|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0197-00,1440 1009 W KEMPER RD,1440|1009|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0075-00,1440 101 W KEMPER RD,1440|101|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0198-00,1440 1010 W KEMPER RD,1440|1010|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0199-00,1440 1011 W KEMPER RD,1440|1011|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0200-00,1440 1012 W KEMPER RD,1440|1012|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0201-00,1440 1013 W KEMPER RD,1440|1013|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0202-00,1440 1014 W KEMPER RD,1440|1014|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0203-00,1440 1015 W KEMPER RD,1440|1015|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0204-00,1440 1016 W KEMPER RD,1440|1016|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0205-00,1440 1017 W KEMPER RD,1440|1017|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0206-00,1440 1018 W KEMPER RD,1440|1018|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0076-00,1440 102 W KEMPER RD,1440|102|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0077-00,1440 103 W KEMPER RD,1440|103|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0078-00,1440 104 W KEMPER RD,1440|104|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0079-00,1440 105 W KEMPER RD,1440|105|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0080-00,1440 106 W KEMPER RD,1440|106|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0081-00,1440 107 W KEMPER RD,1440|107|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0082-00,1440 108 W KEMPER RD,1440|108|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0207-00,1440 1101 W KEMPER RD,1440|1101|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0208-00,1440 1102 W KEMPER RD,1440|1102|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0209-00,1440 1103 W KEMPER RD,1440|1103|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0210-00,1440 1104 W KEMPER RD,1440|1104|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0211-00,1440 1105 W KEMPER RD,1440|1105|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0212-00,1440 1106 W KEMPER RD,1440|1106|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0213-00,1440 1107 W KEMPER RD,1440|1107|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0214-00,1440 1108 W KEMPER RD,1440|1108|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0215-00,1440 1201 W KEMPER RD,1440|1201|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0216-00,1440 1202 W KEMPER RD,1440|1202|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0217-00,1440 1203 W KEMPER RD,1440|1203|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0218-00,1440 1204 W KEMPER RD,1440|1204|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0219-00,1440 1205 W KEMPER RD,1440|1205|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0220-00,1440 1206 W KEMPER RD,1440|1206|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0221-00,1440 1207 W KEMPER RD,1440|1207|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0222-00,1440 1208 W KEMPER RD,1440|1208|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0223-00,1440 1209 W KEMPER RD,1440|1209|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0224-00,1440 1210 W KEMPER RD,1440|1210|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0225-00,1440 1211 W KEMPER RD,1440|1211|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0226-00,1440 1212 W KEMPER RD,1440|1212|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0227-00,1440 1213 W KEMPER RD,1440|1213|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0228-00,1440 1214 W KEMPER RD,1440|1214|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0229-00,1440 1215 W KEMPER RD,1440|1215|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0230-00,1440 1216 W KEMPER RD,1440|1216|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0231-00,1440 1301 W KEMPER RD,1440|1301|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0232-00,1440 1302 W KEMPER RD,1440|1302|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0233-00,1440 1303 W KEMPER RD,1440|1303|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0234-00,1440 1304 W KEMPER RD,1440|1304|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0235-00,1440 1305 W KEMPER RD,1440|1305|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0236-00,1440 1306 W KEMPER RD,1440|1306|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0237-00,1440 1307 W KEMPER RD,1440|1307|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0238-00,1440 1308 W KEMEPR RD,1440|1308|W|KEMEPR|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0239-00,1440 1309 W KEMPER RD,1440|1309|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0240-00,1440 1310 W KEMPER RD,1440|1310|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0241-00,1440 1401 W KEMPER RD,1440|1401|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0242-00,1440 1402 W KEMPER RD,1440|1402|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0243-00,1440 1403 W KEMPER RD,1440|1403|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0244-00,1440 1404 W KEMPER RD,1440|1404|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0245-00,1440 1405 W KEMPER RD,1440|1405|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0246-00,1440 1406 W KEMPER RD,1440|1406|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0247-00,1440 1407 W KEMPER RD,1440|1407|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0248-00,1440 1408 W KEMPER RD,1440|1408|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0249-00,1440 1409 W KEMPER RD,1440|1409|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0250-00,1440 1410 W KEMPER RD,1440|1410|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0251-00,1440 1411 W KEMPER RD,1440|1411|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0252-00,1440 1412 W KEMPER RD,1440|1412|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
591-0019-0253-00,1440 1501 W KEMPER RD,1440|1501|W|KEMPER|RD|_EOS_,AddressNumber|OccupancyIdentifier|PreDirectional|StreetName|StreetNamePostType|EOS
