parcel_number,address,tokens,tags,
591-0019-0214-00,1440 1108 W KEMPER RD,1440|1108|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0215-00,1440 1201 W KEMPER RD,1440|1201|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0216-00,1440 1202 W KEMPER RD,1440|1202|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0217-00,1440 1203 W KEMPER RD,1440|1203|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0218-00,1440 1204 W KEMPER RD,1440|1204|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0219-00,1440 1205 W KEMPER RD,1440|1205|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0220-00,1440 1206 W KEMPER RD,1440|1206|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0221-00,1440 1207 W KEMPER RD,1440|1207|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0222-00,1440 1208 W KEMPER RD,1440|1208|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0223-00,1440 1209 W KEMPER RD,1440|1209|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0225-00,1440 1211 W KEMPER RD,1440|1211|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0226-00,1440 1212 W KEMPER RD,1440|1212|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0227-00,1440 1213 W KEMPER RD,1440|1213|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0228-00,1440 1214 W KEMPER RD,1440|1214|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0229-00,1440 1215 W KEMPER RD,1440|1215|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0230-00,1440 1216 W KEMPER RD,1440|1216|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0231-00,1440 1301 W KEMPER RD,1440|1301|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0232-00,1440 1302 W KEMPER RD,1440|1302|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0233-00,1440 1303 W KEMPER RD,1440|1303|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0234-00,1440 1304 W KEMPER RD,1440|1304|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0235-00,1440 1305 W KEMPER RD,1440|1305|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0236-00,1440 1306 W KEMPER RD,1440|1306|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0237-00,1440 1307 W KEMPER RD,1440|1307|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0238-00,1440 1308 W KEMEPR RD,1440|1308|W|KEMEPR|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0239-00,1440 1309 W KEMPER RD,1440|1309|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0241-00,1440 1401 W KEMPER RD,1440|1401|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0242-00,1440 1402 W KEMPER RD,1440|1402|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0243-00,1440 1403 W KEMPER RD,1440|1403|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0244-00,1440 1404 W KEMPER RD,1440|1404|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0245-00,1440 1405 W KEMPER RD,1440|1405|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0246-00,1440 1406 W KEMPER RD,1440|1406|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0247-00,1440 1407 W KEMPER RD,1440|1407|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0248-00,1440 1408 W KEMPER RD,1440|1408|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0249-00,1440 1409 W KEMPER RD,1440|1409|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0251-00,1440 1411 W KEMPER RD,1440|1411|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0252-00,1440 1412 W KEMPER RD,1440|1412|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0253-00,1440 1501 W KEMPER RD,1440|1501|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0254-00,1440 1502 W KEMPER RD,1440|1502|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0255-00,1440 1503 W KEMPER RD,1440|1503|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0256-00,1440 1504 W KEMPER RD,1440|1504|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0257-00,1440 1505 W KEMPER RD,1440|1505|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0258-00,1440 1506 W KEMPER RD,1440|1506|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0259-00,1440 1507 W KEMPER RD,1440|1507|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0260-00,1440 1508 W KEMPER RD,1440|1508|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0261-00,1440 1509 W KEMPER RD,1440|1509|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0263-00,1440 1511 W KEMPER RD,1440|1511|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0264-00,1440 1512 W KEMPER RD,1440|1512|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0265-00,1440 1513 W KEMPER RD,1440|1513|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0266-00,1440 1514 W KEMPER RD,1440|1514|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0267-00,1440 1515 W KEMPER RD,1440|1515|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0268-00,1440 1516 W KEMPER RD,1440|1516|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0269-00,1440 1601 W KEMPER RD,1440|1601|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0270-00,1440 1602 W KEMPER RD,1440|1602|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0271-00,1440 1603 W KEMPER RD,1440|1603|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0272-00,1440 1604 W KEMPER RD,1440|1604|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0273-00,1440 1605 W KEMPER RD,1440|1605|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0274-00,1440 1606 W KEMPER RD,1440|1606|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0275-00,1440 1607 W KEMPER RD,1440|1607|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0276-00,1440 1608 W KEMPER RD,1440|1608|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0277-00,1440 1609 W KEMPER RD,1440|1609|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0279-00,1440 1611 W KEMPER RD,1440|1611|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0280-00,1440 1612 W KEMPER RD,1440|1612|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0281-00,1440 1613 W KEMPER RD,1440|1613|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0282-00,1440 1614 W KEMPER RD,1440|1614|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0283-00,1440 1615 W KEMPER RD,1440|1615|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0284-00,1440 1616 W KEMPER RD,1440|1616|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0285-00,1440 1701 W KEMPER RD,1440|1701|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0286-00,1440 1702 W KEMPER RD,1440|1702|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0287-00,1440 1703 W KEMPER RD,1440|1703|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0288-00,1440 1704 W KEMPER RD,1440|1704|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0289-00,1440 1705 W KEMPER RD,1440|1705|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0290-00,1440 1706 W KEMPER RD,1440|1706|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0291-00,1440 1707 W KEMPER RD,1440|1707|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0292-00,1440 1708 W KEMPER RD,1440|1708|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0293-00,1440 1709 W KEMPER RD,1440|1709|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0295-00,1440 1711 W KEMPER RD,1440|1711|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0296-00,1440 1712 W KEMPER RD,1440|1712|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0297-00,1440 1713 W KEMPER RD,1440|1713|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0298-00,1440 1714 W KEMPER RD,1440|1714|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0299-00,1440 1715 W KEMPER RD,1440|1715|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0300-00,1440 1716 W KEMPER RD,1440|1716|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0301-00,1440 1801 W KEMPER RD,1440|1801|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0302-00,1440 1802 W KEMPER RD,1440|1802|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0303-00,1440 1803 W KEMPER RD,1440|1803|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0304-00,1440 1804 W KEMPER RD,1440|1804|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0305-00,1440 1805 W KEMPER RD,1440|1805|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0306-00,1440 1806 W KEMPER RD,1440|1806|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0307-00,1440 1807 W KEMPER RD,1440|1807|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0308-00,1440 1808 W KEMPER RD,1440|1808|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0019-0180-00,1440 910 W KEMPER RD,1440|910|W|KEMPER|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0015-00,1492 WHITEWATER TRAILS BV,1492|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0165-00,150 G5 TIMEPIECE LN,150|G5|TIMEPIECE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0014-00,1500 WHITEWATER TRAILS BV,1500|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0013-00,1501 WHITEWATER TRAILS BV,1501|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0061-00,1504 WHITEWATER TRAILS BV,1504|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0051-00,1505 WHITEWATER TRAILS BV,1505|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
117-0005-0146-00,1506 1508 CAROLINA AVE,1506|1508|CAROLINA|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0060-00,1508 WHITEWATER TRAILS BV,1508|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0052-00,1509 WHITEWATER TRAILS BV,1509|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
117-0005-0147-00,1510 1512 CAROLINA AVE,1510|1512|CAROLINA|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
080-0001-0251-00,1510 D1 MOORE ST,1510|D1|MOORE|ST|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
081-0004-0541-00,1511 A-2 VINE ST,1511|A-2|VINE|ST|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
081-0004-0545-00,1511 B-2 VINE ST,1511|B-2|VINE|ST|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0059-00,1512 WHITEWATER TRAILS BV,1512|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0053-00,1513 WHITEWATER TRAILS BV,1513|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
142-0004-0003-00,1515 1531 LINN ST,1515|1531|LINN|ST|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0058-00,1516 WHITEWATER TRAILS BV,1516|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0054-00,1517 WHITEWATER TRAILS BV,1517|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0057-00,1520 WHITEWATER TRAILS BV,1520|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0055-00,1521 WHITEWATER TRAILS BV,1521|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0056-00,1524 WHITEWATER TRAILS BV,1524|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0065-00,1525 WHITEWATER TRAILS BV,1525|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0095-00,1528 WHITEWATER TRAILS BV,1528|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0066-00,1529 WHITEWATER TRAILS BV,1529|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0071-00,1532 WHITEWATER TRAILS BV,1532|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
055-0001-0033-00,1533 1535 DIXMONT AVE,1533|1535|DIXMONT|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0067-00,1533 WHITEWATER TRAILS BV,1533|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
593-0007-0143-00,1537 1539 KINNEY AVE,1537|1539|KINNEY|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0068-00,1537 WHITEWATER TRAILS BV,1537|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0070-00,1538 WHITEWATER TRAILS BV,1538|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0069-00,1541 WHITEWATER TRAILS BV,1541|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0203-00,1542 WHITEWATER TRAILS BV,1542|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
233-0003-0146-00,1544 1546 AMBROSE AVE,1544|1546|AMBROSE|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0202-00,1545 WHITEWATER TRAILS BV,1545|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0204-00,1546 WHITEWATER TRAILS BV,1546|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0205-00,1550 WHITEWATER TRAILS BV,1550|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0200-00,1553 WHITEWATER TRAILS BV,1553|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0206-00,1554 WHITEWATER TRAILS BV,1554|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0199-00,1557 WHITEWATER TRAILS BV,1557|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0207-00,1558 WHITEWATER TRAILS BV,1558|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0198-00,1561 WHITEWATER TRAILS BV,1561|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0208-00,1562 WHITEWATER TRAILS BV,1562|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0197-00,1565 WHITEWATER TRAILS BV,1565|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0209-00,1566 WHITEWATER TRAILS BV,1566|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0196-00,1569 WHITEWATER TRAILS BV,1569|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0210-00,1570 WHITEWATER TRAILS BV,1570|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0195-00,1573 WHITEWATER TRAILS BV,1573|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0211-00,1574 WHITEWATER TRAILS BV,1574|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0194-00,1577 WHITEWATER TRAILS BV,1577|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0263-00,1578 WHITEWATER TRAILS BV,1578|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0255-00,158 G1 TIMEPIECE LN,158|G1|TIMEPIECE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0264-00,1581 WHITEWATER TRAILS BV,1581|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0262-00,1582 WHITEWATER TRAILS BV,1582|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0265-00,1585 WHITEWATER TRAILS BV,1585|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0261-00,1586 WHITEWATER TRAILS BV,1586|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0241-00,1589 WHITEWATER TRAILS BV,1589|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0316-00,159 G7 TIMEPIECE LN,159|G7|TIMEPIECE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0260-00,1590 WHITEWATER TRAILS BV,1590|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0242-00,1593 WHITEWATER TRAILS BV,1593|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0259-00,1594 WHITEWATER TRAILS BV,1594|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0243-00,1597 WHITEWATER TRAILS BV,1597|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0258-00,1598 WHITEWATER TRAILS BV,1598|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0257-00,160 G3 TIMEPIECE LN,160|G3|TIMEPIECE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0244-00,1601 WHITEWATER TRAILS BV,1601|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
094-0008-0428-00,1602 A4 PLEASANT ST,1602|A4|PLEASANT|ST|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
094-0008-0429-00,1602 B5 PLEASANT ST,1602|B5|PLEASANT|ST|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
094-0008-0430-00,1602 C3 PLEASANT ST,1602|C3|PLEASANT|ST|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0257-00,1602 WHITEWATER TRAILS BV,1602|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
595-0005-0287-00,1604 1608 W GALBRAITH RD,1604|1608|W|GALBRAITH|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
094-0008-0431-00,1604 B3 PLEASANT ST,1604|B3|PLEASANT|ST|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0250-00,1605 WHITEWATER TRAILS BV,1605|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
094-0008-0432-00,1606 B4 PLEASANT ST,1606|B4|PLEASANT|ST|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0256-00,1606 WHITEWATER TRAILS BV,1606|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0251-00,1609 WHITEWATER TRAILS BV,1609|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0317-00,161 G8 TIMEPIECE LN,161|G8|TIMEPIECE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0255-00,1610 WHITEWATER TRAILS BV,1610|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0252-00,1613 WHITEWATER TRAILS BV,1613|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0254-00,1614 WHITEWATER TRAILS BV,1614|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0306-00,1617 WHITEWATER TRAILS BV,1617|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0253-00,1618 WHITEWATER TRAILS BV,1618|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0258-00,162 G4 TIMEPIECE LN,162|G4|TIMEPIECE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
201-0038-0181-00,1620 1622 HOPPLE CT,1620|1622|HOPPLE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0305-00,1622 WHITEWATER TRAILS BV,1622|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
094-0007-0136-00,1623 1625 WALNUT ST,1623|1625|WALNUT|ST|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0304-00,1626 WHITEWATER TRAILS BV,1626|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0315-00,163 G6 TIMEPIECE LN,163|G6|TIMEPIECE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0303-00,1630 WHITEWATER TRAILS BV,1630|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0302-00,1634 WHITEWATER TRAILS BV,1634|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
055-0006-0233-00,1636 EVERLY PL (PRIVATE),1636|EVERLY|PL|(PRIVATE)|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0301-00,1638 WHITEWATER TRAILS BV,1638|WHITEWATER|TRAILS|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0259-00,164 G5 TIMEPIECE LN,164|G5|TIMEPIECE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
233-0002-0006-00,1641 1643 MARLOWE AVE,1641|1643|MARLOWE|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0012-0314-00,165 G5 TIMEPIECE LN,165|G5|TIMEPIECE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
